




Julian Date (days)   sc_1_X (km)   sc_1_Y (km)   sc_1_Z (km)   sc_1_V_X (km/s)   sc_1_V_Y (km/s)   sc_1_V_Z (km/s)
2464295.75175   124020377.19857   -82571377.15375   -1034446.47908   16.50575   24.93642   -0.13767
2464296.11712   124538424.62942   -81783340.08032   -1038767.48142   16.34849   25.04040   -0.13636
2464296.48248   125051502.52466   -80992039.55487   -1043047.03317   16.19058   25.14339   -0.13504
2464296.84785   125559590.16237   -80197506.99237   -1047284.96148   16.03202   25.24537   -0.13372
2464297.21321   126062667.02014   -79399773.94146   -1051481.09518   15.87280   25.34636   -0.13239
2464297.57858   126560712.77598   -78598872.08316   -1055635.26477   15.71295   25.44634   -0.13106
2464297.94394   127053707.30918   -77794833.22959   -1059747.30241   15.55246   25.54530   -0.12972
2464298.30931   127541630.70121   -76987689.32269   -1063817.04196   15.39134   25.64326   -0.12838
2464298.67467   128024463.23652   -76177472.43288   -1067844.31899   15.22960   25.74019   -0.12703
2464299.04004   128502185.40349   -75364214.75781   -1071828.97075   15.06724   25.83610   -0.12567
2464299.40541   128974777.89517   -74547948.62102   -1075770.83619   14.90428   25.93099   -0.12432
2464299.77077   129442221.61022   -73728706.47063   -1079669.75600   14.74071   26.02484   -0.12295
2464300.13614   129904497.65365   -72906520.87800   -1083525.57257   14.57655   26.11766   -0.12158
2464300.50150   130361587.33771   -72081424.53645   -1087338.13003   14.41179   26.20944   -0.12021
2464300.86687   130813472.18264   -71253450.25989   -1091107.27424   14.24646   26.30017   -0.11883
2464301.23223   131260133.91754   -70422630.98147   -1094832.85280   14.08055   26.38986   -0.11744
2464301.59760   131701554.48108   -69588999.75227   -1098514.71507   13.91407   26.47851   -0.11606
2464301.96296   132137716.02239   -68752589.73995   -1102152.71216   13.74702   26.56609   -0.11466
2464302.32833   132568600.90172   -67913434.22734   -1105746.69693   13.57942   26.65262   -0.11327
2464302.69369   132994191.69130   -67071566.61116   -1109296.52401   13.41128   26.73809   -0.11186
2464303.05906   133414471.17607   -66227020.40058   -1112802.04982   13.24258   26.82250   -0.11046
2464303.42442   133829422.35439   -65379829.21589   -1116263.13255   13.07336   26.90584   -0.10904
2464303.78979   134239028.43884   -64530026.78712   -1119679.63217   12.90360   26.98810   -0.10763
2464304.15516   134643272.85692   -63677646.95265   -1123051.41046   12.73332   27.06929   -0.10621
2464304.52052   135042139.25175   -62822723.65780   -1126378.33098   12.56253   27.14941   -0.10478
2464304.88589   135435611.48285   -61965290.95350   -1129660.25910   12.39123   27.22844   -0.10335
2464305.25125   135823673.62677   -61105382.99481   -1132897.06202   12.21943   27.30639   -0.10192
2464305.61662   136206309.97782   -60243034.03959   -1136088.60872   12.04713   27.38324   -0.10048
2464305.98198   136583505.04876   -59378278.44705   -1139234.77004   11.87434   27.45901   -0.09904
2464306.34735   136955243.57147   -58511150.67637   -1142335.41861   11.70108   27.53369   -0.09760
2464306.71271   137321510.49759   -57641685.28522   -1145390.42893   11.52734   27.60726   -0.09615
2464307.07808   137682290.99922   -56769916.92844   -1148399.67731   11.35313   27.67974   -0.09470
2464307.44344   138037570.46954   -55895880.35650   -1151363.04193   11.17847   27.75111   -0.09324
2464307.80881   138387334.52345   -55019610.41417   -1154280.40279   11.00335   27.82138   -0.09178
2464308.17417   138731568.99821   -54141142.03901   -1157151.64176   10.82778   27.89054   -0.09031
2464308.53954   139070259.95403   -53260510.25997   -1159976.64257   10.65178   27.95858   -0.08885
2464308.90490   139403393.67474   -52377750.19593   -1162755.29083   10.47535   28.02551   -0.08737
2464309.27027   139730956.66831   -51492897.05426   -1165487.47398   10.29849   28.09132   -0.08590
2464309.63564   140052935.66749   -50605986.12937   -1168173.08138   10.12121   28.15601   -0.08442
2464310.00100   140369317.63041   -49717052.80124   -1170812.00423   9.94353   28.21958   -0.08294
2464310.36637   140680089.74107   -48826132.53397   -1173404.13564   9.76544   28.28202   -0.08145
2464310.73173   140985239.40999   -47933260.87429   -1175949.37061   9.58696   28.34334   -0.07996
2464311.09710   141284754.27470   -47038473.45015   -1178447.60601   9.40809   28.40352   -0.07847
2464311.46246   141578622.20032   -46141805.96917   -1180898.74064   9.22883   28.46257   -0.07698
2464311.82783   141866831.28006   -45243294.21723   -1183302.67518   9.04921   28.52048   -0.07548
2464312.19319   142149369.83577   -44342974.05694   -1185659.31221   8.86921   28.57726   -0.07398
2464312.55856   142426226.41841   -43440881.42620   -1187968.55625   8.68886   28.63289   -0.07247
2464312.92392   142697389.80862   -42537052.33667   -1190230.31372   8.50815   28.68738   -0.07097
2464313.28929   142962849.01713   -41631522.87230   -1192444.49295   8.32710   28.74073   -0.06946
2464313.65465   143222593.28530   -40724329.18783   -1194611.00421   8.14572   28.79293   -0.06794
2464314.02002   143476612.08559   -39815507.50733   -1196729.75969   7.96400   28.84397   -0.06643
2464314.38539   143724895.12196   -38905094.12260   -1198800.67351   7.78196   28.89387   -0.06491
2464314.75075   143967432.33042   -37993125.39179   -1200823.66172   7.59960   28.94261   -0.06339
2464315.11612   144204213.87938   -37079637.73779   -1202798.64233   7.41694   28.99020   -0.06186
2464315.48148   144435230.17014   -36164667.64677   -1204725.53526   7.23397   29.03663   -0.06034
2464315.84685   144660471.83727   -35248251.66667   -1206604.26241   7.05071   29.08190   -0.05881
2464316.21221   144879929.74905   -34330426.40564   -1208434.74760   6.86717   29.12600   -0.05728
2464316.57758   145093595.00789   -33411228.53056   -1210216.91663   6.68335   29.16895   -0.05575
2464316.94294   145301458.95064   -32490694.76551   -1211950.69723   6.49925   29.21073   -0.05421
2464317.30831   145503513.14907   -31568861.89025   -1213636.01910   6.31490   29.25134   -0.05267
2464317.67367   145699749.41016   -30645766.73864   -1215272.81390   6.13028   29.29078   -0.05113
2464318.03904   145890159.77652   -29721446.19718   -1216861.01527   5.94542   29.32905   -0.04959
2464318.40440   146074736.52669   -28795937.20345   -1218400.55881   5.76032   29.36615   -0.04805
2464318.76977   146253472.17551   -27869276.74454   -1219891.38206   5.57498   29.40208   -0.04650
2464319.13514   146426359.47445   -26941501.85558   -1221333.42458   5.38942   29.43683   -0.04495
2464319.50050   146593391.41190   -26012649.61814   -1222726.62789   5.20364   29.47040   -0.04340
2464319.86587   146754561.21352   -25082757.15869   -1224070.93548   5.01765   29.50280   -0.04185
2464320.23123   146909862.34249   -24151861.64711   -1225366.29282   4.83145   29.53401   -0.04030
2464320.59660   147059288.49984   -23220000.29507   -1226612.64738   4.64506   29.56405   -0.03874
2464320.96196   147202833.62470   -22287210.35454   -1227809.94860   4.45848   29.59290   -0.03719
2464321.32733   147340491.89459   -21353529.11621   -1228958.14791   4.27172   29.62057   -0.03563
2464321.69269   147472257.72563   -20418993.90793   -1230057.19876   4.08479   29.64706   -0.03407
2464322.05806   147598125.77285   -19483642.09318   -1231107.05654   3.89769   29.67236   -0.03251
2464322.42342   147718090.93039   -18547511.06949   -1232107.67868   3.71043   29.69648   -0.03095
2464322.78879   147832148.33169   -17610638.26690   -1233059.02458   3.52302   29.71941   -0.02939
2464323.15415   147940293.34979   -16673061.14638   -1233961.05564   3.33547   29.74115   -0.02782
2464323.51952   148042521.59745   -15734817.19830   -1234813.73528   3.14778   29.76170   -0.02626
2464323.88488   148138828.92739   -14795943.94082   -1235617.02891   2.95997   29.78106   -0.02469
2464324.25025   148229211.43246   -13856478.91839   -1236370.90393   2.77203   29.79923   -0.02312
2464324.61562   148313665.44582   -12916459.70011   -1237075.32976   2.58399   29.81620   -0.02155
2464324.98098   148392187.54107   -11975923.87824   -1237730.27781   2.39584   29.83199   -0.01998
2464325.34635   148464774.53244   -11034909.06655   -1238335.72152   2.20759   29.84658   -0.01841
2464325.71171   148531423.47491   -10093452.89884   -1238891.63633   2.01925   29.85998   -0.01684
2464326.07708   148592131.66435   -9151593.02730   -1239397.99967   1.83083   29.87218   -0.01527
2464326.44244   148646896.63763   -8209367.12095   -1239854.79101   1.64233   29.88319   -0.01370
2464326.80781   148695716.17272   -7266812.86413   -1240261.99180   1.45377   29.89301   -0.01213
2464327.17317   148738588.28882   -6323967.95484   -1240619.58554   1.26515   29.90163   -0.01055
2464327.53854   148775511.24641   -5380870.10323   -1240927.55770   1.07648   29.90905   -0.00898
2464327.90390   148806483.54734   -4437557.02999   -1241185.89579   0.88776   29.91527   -0.00740
2464328.26927   148831503.93491   -3494066.46481   -1241394.58933   0.69901   29.92030   -0.00583
2464328.63463   148850571.39391   -2550436.14476   -1241553.62985   0.51023   29.92414   -0.00426
2464329.00000   148863685.15067   -1606703.81277   -1241663.01091   0.32143   29.92677   -0.00268
