




Julian Date (days)   sc_1_X (km)   sc_1_Y (km)   sc_1_Z (km)   sc_1_V_X (km/s)   sc_1_V_Y (km/s)   sc_1_V_Z (km/s)
2464073.97497   -48299499.19333   141827796.60285   402863.20692   -28.19389   -9.45868   0.23516
2464074.34034   -49187668.16296   141526726.97147   410271.37068   -28.13324   -9.63497   0.23466
2464074.70571   -50073907.06087   141220103.98042   417663.43582   -28.07148   -9.81087   0.23414
2464075.07107   -50958181.27985   140907940.13473   425039.11370   -28.00864   -9.98637   0.23362
2464075.43644   -51840456.29535   140590248.15369   432398.11634   -27.94470   -10.16146   0.23309
2464075.80180   -52720697.66672   140267040.97022   439740.15648   -27.87966   -10.33614   0.23254
2464076.16717   -53598871.03856   139938331.73032   447064.94756   -27.81354   -10.51040   0.23199
2464076.53253   -54474942.14199   139604133.79251   454372.20374   -27.74634   -10.68423   0.23143
2464076.89790   -55348876.79597   139264460.72723   461661.63993   -27.67805   -10.85762   0.23086
2464077.26326   -56220640.90857   138919326.31622   468932.97177   -27.60869   -11.03058   0.23028
2464077.62863   -57090200.47827   138568744.55196   476185.91564   -27.53824   -11.20309   0.22969
2464077.99399   -57957521.59525   138212729.63701   483420.18872   -27.46672   -11.37515   0.22910
2464078.35936   -58822570.44261   137851295.98344   490635.50893   -27.39414   -11.54675   0.22849
2464078.72472   -59685313.29775   137484458.21216   497831.59500   -27.32048   -11.71787   0.22788
2464079.09009   -60545716.53352   137112231.15231   505008.16645   -27.24576   -11.88853   0.22726
2464079.45546   -61403746.61958   136734629.84064   512164.94360   -27.16998   -12.05871   0.22662
2464079.82082   -62259370.12361   136351669.52080   519301.64759   -27.09313   -12.22840   0.22598
2464080.18619   -63112553.71257   135963365.64275   526418.00040   -27.01524   -12.39759   0.22533
2464080.55155   -63963264.15396   135569733.86205   533513.72483   -26.93629   -12.56629   0.22467
2464080.91692   -64811468.31708   135170790.03922   540588.54455   -26.85629   -12.73448   0.22401
2464081.28228   -65657133.17423   134766550.23903   547642.18407   -26.77525   -12.90216   0.22333
2464081.64765   -66500225.80199   134357030.72986   554674.36878   -26.69316   -13.06931   0.22265
2464082.01301   -67340713.38244   133942247.98297   561684.82495   -26.61004   -13.23595   0.22195
2464082.37838   -68178563.20435   133522218.67180   568673.27973   -26.52588   -13.40205   0.22125
2464082.74374   -69013742.66448   133096959.67131   575639.46119   -26.44068   -13.56761   0.22054
2464083.10911   -69846219.26872   132666488.05718   582583.09829   -26.35446   -13.73263   0.21982
2464083.47447   -70675960.63334   132230821.10520   589503.92092   -26.26722   -13.89710   0.21909
2464083.83984   -71502934.48620   131789976.29045   596401.65990   -26.17895   -14.06101   0.21836
2464084.20521   -72327108.66794   131343971.28660   603276.04700   -26.08966   -14.22435   0.21761
2464084.57057   -73148451.13320   130892823.96517   610126.81491   -25.99936   -14.38713   0.21686
2464084.93594   -73966929.95177   130436552.39480   616953.69733   -25.90805   -14.54933   0.21610
2464085.30130   -74782513.30982   129975174.84045   623756.42888   -25.81574   -14.71095   0.21533
2464085.66667   -75595169.51108   129508709.76266   630534.74519   -25.72242   -14.87198   0.21455
2464086.03203   -76404866.97797   129037175.81680   637288.38288   -25.62809   -15.03241   0.21376
2464086.39740   -77211574.25284   128560591.85226   644017.07956   -25.53278   -15.19225   0.21297
2464086.76276   -78015259.99909   128078976.91170   650720.57385   -25.43647   -15.35147   0.21216
2464087.12813   -78815893.00234   127592350.23023   657398.60540   -25.33918   -15.51009   0.21135
2464087.49349   -79613442.17162   127100731.23463   664050.91487   -25.24090   -15.66808   0.21053
2464087.85886   -80407876.54046   126604139.54256   670677.24398   -25.14164   -15.82545   0.20970
2464088.22422   -81199165.26809   126102594.96172   677277.33549   -25.04140   -15.98219   0.20887
2464088.58959   -81987277.64056   125596117.48906   683850.93321   -24.94019   -16.13829   0.20802
2464088.95495   -82772183.07187   125084727.30995   690397.78203   -24.83802   -16.29375   0.20717
2464089.32032   -83553851.10511   124568444.79734   696917.62790   -24.73488   -16.44856   0.20631
2464089.68569   -84332251.41357   124047290.51094   703410.21788   -24.63078   -16.60272   0.20544
2464090.05105   -85107353.80190   123521285.19639   709875.30011   -24.52573   -16.75621   0.20457
2464090.41642   -85879128.20715   122990449.78435   716312.62383   -24.41972   -16.90904   0.20368
2464090.78178   -86647544.69995   122454805.38975   722721.93941   -24.31277   -17.06119   0.20279
2464091.14715   -87412573.48557   121914373.31083   729102.99833   -24.20488   -17.21267   0.20189
2464091.51251   -88174184.90502   121369175.02831   735455.55320   -24.09605   -17.36346   0.20098
2464091.87788   -88932349.43617   120819232.20456   741779.35778   -23.98628   -17.51357   0.20007
2464092.24324   -89687037.69481   120264566.68264   748074.16699   -23.87558   -17.66297   0.19914
2464092.60861   -90438220.43570   119705200.48548   754339.73688   -23.76396   -17.81168   0.19821
2464092.97397   -91185868.55373   119141155.81495   760575.82470   -23.65142   -17.95968   0.19728
2464093.33934   -91929953.08488   118572455.05098   766782.18885   -23.53796   -18.10697   0.19633
2464093.70470   -92670445.20738   117999120.75067   772958.58894   -23.42359   -18.25354   0.19537
2464094.07007   -93407316.24271   117421175.64734   779104.78576   -23.30831   -18.39938   0.19441
2464094.43544   -94140537.65664   116838642.64966   785220.54131   -23.19213   -18.54450   0.19344
2464094.80080   -94870081.06033   116251544.84068   791305.61880   -23.07506   -18.68888   0.19247
2464095.16617   -95595918.21131   115659905.47696   797359.78265   -22.95709   -18.83252   0.19148
2464095.53153   -96318021.01455   115063747.98758   803382.79854   -22.83823   -18.97542   0.19049
2464095.89690   -97036361.52348   114463095.97326   809374.43336   -22.71848   -19.11756   0.18949
2464096.26226   -97750911.94098   113857973.20534   815334.45526   -22.59786   -19.25895   0.18849
2464096.62763   -98461644.62044   113248403.62491   821262.63363   -22.47636   -19.39957   0.18747
2464096.99299   -99168532.06673   112634411.34181   827158.73914   -22.35400   -19.53943   0.18645
2464097.35836   -99871546.93725   112016020.63365   833022.54374   -22.23077   -19.67852   0.18543
2464097.72372   -100570662.04286   111393255.94491   838853.82063   -22.10668   -19.81683   0.18439
2464098.08909   -101265850.34892   110766141.88588   844652.34432   -21.98173   -19.95435   0.18335
2464098.45445   -101957084.97625   110134703.23175   850417.89062   -21.85594   -20.09109   0.18230
2464098.81982   -102644339.20213   109498964.92162   856150.23662   -21.72930   -20.22704   0.18124
2464099.18519   -103327586.46125   108858952.05746   861849.16076   -21.60182   -20.36218   0.18018
2464099.55055   -104006800.34668   108214689.90317   867514.44278   -21.47350   -20.49652   0.17911
2464099.91592   -104681954.61082   107566203.88355   873145.86374   -21.34436   -20.63006   0.17803
2464100.28128   -105353023.16639   106913519.58331   878743.20605   -21.21439   -20.76278   0.17695
2464100.64665   -106019980.08732   106256662.74605   884306.25346   -21.08360   -20.89468   0.17586
2464101.01201   -106682799.60973   105595659.27326   889834.79108   -20.95200   -21.02575   0.17476
2464101.37738   -107341456.13285   104930535.22326   895328.60538   -20.81959   -21.15600   0.17365
2464101.74274   -107995924.21996   104261316.81022   900787.48418   -20.68637   -21.28541   0.17254
2464102.10811   -108646178.59928   103588030.40310   906211.21670   -20.55236   -21.41399   0.17143
2464102.47347   -109292194.16492   102910702.52464   911599.59354   -20.41755   -21.54172   0.17030
2464102.83884   -109933945.97775   102229359.85027   916952.40666   -20.28195   -21.66861   0.16917
2464103.20420   -110571409.26634   101544029.20713   922269.44947   -20.14557   -21.79464   0.16803
2464103.56957   -111204559.42783   100854737.57296   927550.51674   -20.00842   -21.91981   0.16689
2464103.93493   -111833372.02881   100161512.07507   932795.40469   -19.87049   -22.04412   0.16574
2464104.30030   -112457822.80624   99464379.98928   938003.91092   -19.73179   -22.16756   0.16458
2464104.66567   -113077887.66828   98763368.73884   943175.83450   -19.59234   -22.29013   0.16342
2464105.03103   -113693542.69517   98058505.89340   948310.97592   -19.45212   -22.41183   0.16225
2464105.39640   -114304764.14013   97349819.16786   953409.13709   -19.31116   -22.53264   0.16107
2464105.76176   -114911528.43015   96637336.42136   958470.12140   -19.16945   -22.65257   0.15989
2464106.12713   -115513812.16690   95921085.65616   963493.73369   -19.02701   -22.77161   0.15870
2464106.49249   -116111592.12751   95201095.01657   968479.78025   -18.88383   -22.88975   0.15751
2464106.85786   -116704845.26548   94477392.78783   973428.06886   -18.73992   -23.00699   0.15631
2464107.22322   -117293548.71142   93750007.39503   978338.40876   -18.59529   -23.12333   0.15510
2464107.58859   -117877679.77396   93018967.40200   983210.61069   -18.44994   -23.23877   0.15389
2464107.95395   -118457215.94049   92284301.51020   988044.48687   -18.30388   -23.35329   0.15267
2464108.31932   -119032134.87801   91546038.55764   992839.85102   -18.15712   -23.46689   0.15145
2464108.68468   -119602414.43391   90804207.51769   997596.51837   -18.00966   -23.57957   0.15022
2464109.05005   -120168032.63680   90058837.49805   1002314.30565   -17.86150   -23.69133   0.14898
2464109.41542   -120728967.69725   89309957.73954   1006993.03113   -17.71265   -23.80216   0.14774
2464109.78078   -121285198.00858   88557597.61505   1011632.51458   -17.56313   -23.91205   0.14649
2464110.14615   -121836702.14766   87801786.62832   1016232.57731   -17.41292   -24.02101   0.14524
2464110.51151   -122383458.87566   87042554.41289   1020793.04217   -17.26205   -24.12902   0.14398
2464110.87688   -122925447.13882   86279930.73089   1025313.73355   -17.11051   -24.23609   0.14272
2464111.24224   -123462646.06915   85513945.47193   1029794.47740   -16.95831   -24.34221   0.14145
2464111.60761   -123995034.98527   84744628.65194   1034235.10120   -16.80546   -24.44738   0.14017
2464111.97297   -124522593.39306   83972010.41201   1038635.43404   -16.65197   -24.55159   0.13889
2464112.33834   -125045300.98645   83196121.01724   1042995.30652   -16.49783   -24.65483   0.13761
2464112.70370   -125563137.64809   82416990.85557   1047314.55085   -16.34305   -24.75712   0.13632
2464113.06907   -126076083.45014   81634650.43663   1051593.00082   -16.18765   -24.85843   0.13502
2464113.43443   -126584118.65491   80849130.39055   1055830.49179   -16.03163   -24.95877   0.13372
2464113.79980   -127087223.71560   80060461.46678   1060026.86073   -15.87498   -25.05813   0.13241
2464114.16517   -127585379.27700   79268674.53296   1064181.94619   -15.71773   -25.15651   0.13110
2464114.53053   -128078566.17614   78473800.57369   1068295.58834   -15.55988   -25.25390   0.12978
2464114.89590   -128566765.44304   77675870.68934   1072367.62896   -15.40142   -25.35031   0.12846
2464115.26126   -129049958.30131   76874916.09490   1076397.91142   -15.24237   -25.44573   0.12714
2464115.62663   -129528126.16887   76070968.11879   1080386.28073   -15.08274   -25.54015   0.12580
2464115.99199   -130001250.65859   75264058.20160   1084332.58354   -14.92252   -25.63357   0.12447
2464116.35736   -130469313.57894   74454217.89496   1088236.66810   -14.76174   -25.72599   0.12313
2464116.72272   -130932296.93464   73641478.86032   1092098.38432   -14.60038   -25.81741   0.12178
2464117.08809   -131390182.92732   72825872.86771   1095917.58374   -14.43846   -25.90782   0.12043
2464117.45345   -131842953.95610   72007431.79456   1099694.11956   -14.27599   -25.99721   0.11908
2464117.81882   -132290592.61828   71186187.62450   1103427.84662   -14.11297   -26.08559   0.11772
2464118.18418   -132733081.70991   70362172.44611   1107118.62142   -13.94941   -26.17294   0.11635
2464118.54955   -133170404.22640   69535418.45170   1110766.30213   -13.78531   -26.25928   0.11498
2464118.91491   -133602543.36316   68705957.93614   1114370.74858   -13.62068   -26.34459   0.11361
2464119.28028   -134029482.51616   67873823.29556   1117931.82228   -13.45553   -26.42887   0.11223
2464119.64565   -134451205.28253   67039047.02618   1121449.38641   -13.28986   -26.51212   0.11085
2464120.01101   -134867695.46113   66201661.72303   1124923.30585   -13.12369   -26.59433   0.10946
2464120.37638   -135278937.05315   65361700.07876   1128353.44714   -12.95700   -26.67551   0.10807
2464120.74174   -135684914.26265   64519194.88238   1131739.67854   -12.78982   -26.75564   0.10668
2464121.10711   -136085611.49713   63674179.01799   1135081.86998   -12.62215   -26.83474   0.10528
2464121.47247   -136481013.36807   62826685.46359   1138379.89311   -12.45399   -26.91278   0.10388
2464121.83784   -136871104.69151   61976747.28979   1141633.62129   -12.28536   -26.98977   0.10247
2464122.20320   -137255870.48852   61124397.65858   1144842.92958   -12.11625   -27.06571   0.10106
2464122.56857   -137635295.98579   60269669.82208   1148007.69474   -11.94668   -27.14060   0.09965
2464122.93393   -138009366.61613   59412597.12125   1151127.79529   -11.77665   -27.21442   0.09823
2464123.29930   -138378068.01897   58553212.98469   1154203.11143   -11.60617   -27.28719   0.09681
2464123.66466   -138741386.04090   57691550.92731   1157233.52512   -11.43524   -27.35889   0.09538
2464124.03003   -139099306.73614   56827644.54912   1160218.92003   -11.26387   -27.42952   0.09395
2464124.39540   -139451816.36702   55961527.53394   1163159.18158   -11.09207   -27.49908   0.09252
2464124.76076   -139798901.40452   55093233.64814   1166054.19692   -10.91985   -27.56758   0.09108
2464125.12613   -140140548.52869   54222796.73935   1168903.85496   -10.74720   -27.63499   0.08964
2464125.49149   -140476744.62914   53350250.73520   1171708.04634   -10.57415   -27.70133   0.08820
2464125.85686   -140807476.80551   52475629.64203   1174466.66346   -10.40068   -27.76659   0.08675
2464126.22222   -141132732.36792   51598967.54365   1177179.60047   -10.22682   -27.83077   0.08530
2464126.58759   -141452498.83740   50720298.60001   1179846.75328   -10.05257   -27.89387   0.08385
2464126.95295   -141766763.94636   49839657.04592   1182468.01959   -9.87793   -27.95587   0.08239
2464127.31832   -142075515.63898   48957077.18980   1185043.29881   -9.70291   -28.01679   0.08093
2464127.68368   -142378742.07167   48072593.41235   1187572.49218   -9.52752   -28.07662   0.07947
2464128.04905   -142676431.61349   47186240.16531   1190055.50268   -9.35177   -28.13535   0.07800
2464128.41441   -142968572.84652   46298051.97010   1192492.23507   -9.17565   -28.19299   0.07653
2464128.77978   -143255154.56630   45408063.41657   1194882.59589   -8.99918   -28.24953   0.07506
2464129.14515   -143536165.78219   44516309.16170   1197226.49348   -8.82237   -28.30497   0.07359
2464129.51051   -143811595.71778   43622823.92829   1199523.83794   -8.64522   -28.35931   0.07211
2464129.87588   -144081433.81128   42727642.50365   1201774.54119   -8.46774   -28.41254   0.07063
2464130.24124   -144345669.71585   41830799.73832   1203978.51692   -8.28994   -28.46467   0.06915
2464130.60661   -144604293.30001   40932330.54474   1206135.68062   -8.11181   -28.51569   0.06766
2464130.97197   -144857294.64794   40032269.89596   1208245.94959   -7.93338   -28.56560   0.06617
2464131.33734   -145104664.05988   39130652.82434   1210309.24292   -7.75464   -28.61440   0.06468
2464131.70270   -145346392.05246   38227514.42019   1212325.48152   -7.57560   -28.66208   0.06319
2464132.06807   -145582469.35899   37322889.83053   1214294.58808   -7.39628   -28.70865   0.06169
2464132.43343   -145812886.92986   36416814.25771   1216216.48713   -7.21666   -28.75410   0.06019
2464132.79880   -146037635.93277   35509322.95812   1218091.10499   -7.03678   -28.79843   0.05869
2464133.16416   -146256707.75311   34600451.24090   1219918.36982   -6.85662   -28.84165   0.05719
2464133.52953   -146470093.99424   33690234.46656   1221698.21157   -6.67620   -28.88374   0.05569
2464133.89489   -146677786.47776   32778708.04572   1223430.56204   -6.49553   -28.92470   0.05418
2464134.26026   -146879777.24384   31865907.43773   1225115.35483   -6.31460   -28.96454   0.05267
2464134.62563   -147076058.55145   30951868.14940   1226752.52536   -6.13344   -29.00326   0.05116
2464134.99099   -147266622.87868   30036625.73365   1228342.01091   -5.95204   -29.04085   0.04965
2464135.35636   -147451462.92297   29120215.78816   1229883.75056   -5.77041   -29.07730   0.04813
2464135.72172   -147630571.60136   28202673.95409   1231377.68524   -5.58856   -29.11263   0.04661
2464136.08709   -147803942.05079   27284035.91472   1232823.75769   -5.40649   -29.14682   0.04510
2464136.45245   -147971567.62826   26364337.39410   1234221.91251   -5.22422   -29.17988   0.04357
2464136.81782   -148133441.91115   25443614.15578   1235572.09613   -5.04175   -29.21181   0.04205
2464137.18318   -148289558.69736   24521902.00141   1236874.25682   -4.85908   -29.24260   0.04053
2464137.54855   -148439912.00559   23599236.76945   1238128.34469   -4.67623   -29.27225   0.03900
2464137.91391   -148584496.07552   22675654.33381   1239334.31169   -4.49320   -29.30077   0.03748
2464138.27928   -148723305.36803   21751190.60252   1240492.11162   -4.31000   -29.32815   0.03595
2464138.64464   -148856334.56537   20825881.51641   1241601.70012   -4.12663   -29.35438   0.03442
2464139.01001   -148983578.57135   19899763.04775   1242663.03469   -3.94311   -29.37948   0.03289
2464139.37538   -149105032.51155   18972871.19889   1243676.07468   -3.75943   -29.40343   0.03136
2464139.74074   -149220691.73343   18045242.00098   1244640.78126   -3.57561   -29.42624   0.02982
2464140.10611   -149330551.80658   17116911.51258   1245557.11750   -3.39165   -29.44790   0.02829
2464140.47147   -149434608.52277   16187915.81832   1246425.04829   -3.20756   -29.46843   0.02675
2464140.83684   -149532857.89619   15258291.02760   1247244.54038   -3.02335   -29.48780   0.02522
2464141.20220   -149625296.16352   14328073.27318   1248015.56239   -2.83903   -29.50603   0.02368
2464141.56757   -149711919.78413   13397298.70989   1248738.08478   -2.65459   -29.52311   0.02214
2464141.93293   -149792725.44013   12466003.51326   1249412.07988   -2.47005   -29.53905   0.02060
2464142.29830   -149867710.03652   11534223.87817   1250037.52187   -2.28542   -29.55384   0.01906
2464142.66366   -149936870.70133   10601996.01753   1250614.38680   -2.10070   -29.56748   0.01752
2464143.02903   -150000204.78567   9669356.16091   1251142.65257   -1.91590   -29.57996   0.01598
2464143.39439   -150057709.86384   8736340.55319   1251622.29896   -1.73103   -29.59131   0.01444
2464143.75976   -150109383.73342   7802985.45322   1252053.30758   -1.54609   -29.60150   0.01290
2464144.12513   -150155224.41535   6869327.13248   1252435.66194   -1.36109   -29.61054   0.01135
2464144.49049   -150195230.15397   5935401.87373   1252769.34740   -1.17604   -29.61842   0.00981
2464144.85586   -150229399.41714   5001245.96963   1253054.35116   -0.99095   -29.62516   0.00827
2464145.22122   -150257730.89623   4066895.72143   1253290.66231   -0.80582   -29.63075   0.00672
2464145.58659   -150280223.50620   3132387.43761   1253478.27182   -0.62065   -29.63519   0.00518
2464145.95195   -150296876.38564   2197757.43252   1253617.17248   -0.43546   -29.63847   0.00363
2464146.31732   -150307688.89678   1263042.02503   1253707.35898   -0.25026   -29.64060   0.00209
2464146.68268   -150312660.62552   328277.53718   1253748.82787   -0.06504   -29.64158   0.00054
2464147.04805   -150311791.38147   -606499.70714   1253741.57756   0.12017   -29.64141   -0.00100
2464147.41341   -150305081.19790   -1541253.38360   1253685.60832   0.30538   -29.64009   -0.00255
2464147.77878   -150292530.33181   -2475947.16872   1253580.92230   0.49058   -29.63761   -0.00409
2464148.14414   -150274139.26387   -3410544.74125   1253427.52352   0.67577   -29.63399   -0.00564
2464148.50951   -150249908.69840   -4345009.78354   1253225.41783   0.86092   -29.62921   -0.00718
2464148.87487   -150219839.56339   -5279305.98283   1252974.61299   1.04604   -29.62328   -0.00872
2464149.24024   -150183933.01043   -6213397.03266   1252675.11860   1.23113   -29.61620   -0.01027
2464149.60561   -150142190.41467   -7147246.63420   1252326.94613   1.41616   -29.60796   -0.01181
2464149.97097   -150094613.37479   -8080818.49759   1251930.10891   1.60114   -29.59858   -0.01336
2464150.33634   -150041203.71295   -9014076.34329   1251484.62215   1.78606   -29.58805   -0.01490
2464150.70170   -149981963.47470   -9946983.90343   1250990.50290   1.97092   -29.57637   -0.01644
2464151.06707   -149916894.92892   -10879504.92318   1250447.77009   2.15569   -29.56354   -0.01798
2464151.43243   -149846000.56774   -11811603.16208   1249856.44450   2.34039   -29.54956   -0.01952
2464151.79780   -149769283.10647   -12743242.39537   1249216.54879   2.52499   -29.53443   -0.02106
2464152.16316   -149686745.48347   -13674386.41538   1248528.10746   2.70950   -29.51815   -0.02260
2464152.52853   -149598390.86009   -14604999.03284   1247791.14688   2.89390   -29.50072   -0.02414
2464152.89389   -149504222.62053   -15535044.07824   1247005.69528   3.07819   -29.48215   -0.02568
2464153.25926   -149404244.37170   -16464485.40318   1246171.78274   3.26237   -29.46244   -0.02721
2464153.62462   -149298459.94318   -17393286.88170   1245289.44121   3.44642   -29.44158   -0.02875
2464153.98999   -149186873.38698   -18321412.41165   1244358.70448   3.63033   -29.41957   -0.03028
2464154.35536   -149069488.97747   -19248825.91601   1243379.60820   3.81411   -29.39642   -0.03181
2464154.72072   -148946311.21120   -20175491.34424   1242352.18989   3.99775   -29.37213   -0.03334
2464155.08609   -148817344.80676   -21101372.67363   1241276.48890   4.18122   -29.34669   -0.03488
2464155.45145   -148682594.70460   -22026433.91063   1240152.54643   4.36454   -29.32012   -0.03640
2464155.81682   -148542066.06687   -22950639.09218   1238980.40555   4.54770   -29.29240   -0.03793
2464156.18218   -148395764.27722   -23873952.28710   1237760.11115   4.73067   -29.26355   -0.03946
2464156.54755   -148243694.94065   -24796337.59735   1236491.71000   4.91347   -29.23356   -0.04098
2464156.91291   -148085863.88325   -25717759.15945   1235175.25067   5.09608   -29.20243   -0.04251
2464157.27828   -147922277.15207   -26638181.14574   1233810.78363   5.27849   -29.17016   -0.04403
2464157.64364   -147752941.01487   -27557567.76578   1232398.36113   5.46070   -29.13676   -0.04555
2464158.00901   -147577861.95988   -28475883.26764   1230938.03730   5.64270   -29.10223   -0.04707
2464158.37437   -147397046.69562   -29393091.93926   1229429.86810   5.82449   -29.06657   -0.04858
2464158.73974   -147210502.15064   -30309158.10975   1227873.91131   6.00605   -29.02978   -0.05010
2464159.10511   -147018235.47328   -31224046.15077   1226270.22656   6.18738   -28.99185   -0.05161
2464159.47047   -146820254.03140   -32137720.47781   1224618.87530   6.36848   -28.95280   -0.05312
2464159.83584   -146616565.41218   -33050145.55154   1222919.92083   6.54933   -28.91263   -0.05463
2464160.20120   -146407177.42178   -33961285.87914   1221173.42824   6.72993   -28.87133   -0.05613
2464160.56657   -146192098.08512   -34871106.01562   1219379.46448   6.91027   -28.82890   -0.05764
2464160.93193   -145971335.64560   -35779570.56514   1217538.09830   7.09035   -28.78536   -0.05914
2464161.29730   -145744898.56475   -36686644.18234   1215649.40028   7.27015   -28.74069   -0.06064
2464161.66266   -145512795.52201   -37592291.57364   1213713.44281   7.44968   -28.69491   -0.06214
2464162.02803   -145275035.41439   -38496477.49861   1211730.30011   7.62892   -28.64800   -0.06363
2464162.39339   -145031627.35615   -39399166.77120   1209700.04819   7.80787   -28.59999   -0.06512
2464162.75876   -144782580.67849   -40300324.26117   1207622.76488   7.98652   -28.55086   -0.06662
2464163.12412   -144527904.92924   -41199914.89529   1205498.52983   8.16486   -28.50062   -0.06810
2464163.48949   -144267609.87250   -42097903.65873   1203327.42448   8.34289   -28.44927   -0.06959
2464163.85485   -144001705.48831   -42994255.59635   1201109.53206   8.52060   -28.39681   -0.07107
2464164.22022   -143730201.97228   -43888935.81398   1198844.93763   8.69798   -28.34325   -0.07255
2464164.58559   -143453109.73527   -44781909.47978   1196533.72801   8.87503   -28.28858   -0.07403
2464164.95095   -143170439.40299   -45673141.82548   1194175.99183   9.05174   -28.23282   -0.07550
2464165.31632   -142882201.81566   -46562598.14776   1191771.81951   9.22811   -28.17595   -0.07697
2464165.68168   -142588408.02759   -47450243.80948   1189321.30326   9.40411   -28.11799   -0.07844
2464166.04705   -142289069.30681   -48336044.24101   1186824.53707   9.57976   -28.05893   -0.07990
2464166.41241   -141984197.13469   -49219964.94153   1184281.61668   9.75504   -27.99877   -0.08137
2464166.77778   -141673803.20552   -50101971.48033   1181692.63966   9.92995   -27.93753   -0.08283
2464167.14314   -141357899.42608   -50982029.49808   1179057.70531   10.10447   -27.87520   -0.08428
2464167.50851   -141036497.91528   -51860104.70813   1176376.91471   10.27861   -27.81178   -0.08573
2464167.87387   -140709611.00366   -52736162.89781   1173650.37071   10.45235   -27.74728   -0.08718
2464168.23924   -140377251.23301   -53610169.92971   1170878.17793   10.62570   -27.68170   -0.08863
2464168.60460   -140039431.35590   -54482091.74295   1168060.44273   10.79863   -27.61504   -0.09007
2464168.96997   -139696164.33527   -55351894.35446   1165197.27323   10.97115   -27.54730   -0.09151
2464169.33534   -139347463.34392   -56219543.86031   1162288.77931   11.14325   -27.47849   -0.09295
2464169.70070   -138993341.76406   -57085006.43691   1159335.07260   11.31492   -27.40861   -0.09438
2464170.06607   -138633813.18689   -57948248.34232   1156336.26644   11.48616   -27.33766   -0.09581
2464170.43143   -138268891.41205   -58809235.91756   1153292.47594   11.65695   -27.26564   -0.09723
2464170.79680   -137898590.44718   -59667935.58779   1150203.81795   11.82730   -27.19256   -0.09865
2464171.16216   -137522924.50740   -60524313.86367   1147070.41103   11.99720   -27.11842   -0.10007
2464171.52753   -137141908.01482   -61378337.34255   1143892.37546   12.16663   -27.04322   -0.10148
2464171.89289   -136755555.59806   -62229972.70978   1140669.83328   12.33560   -26.96697   -0.10289
2464172.25826   -136363882.09166   -63079186.73993   1137402.90821   12.50409   -26.88966   -0.10430
2464172.62362   -135966902.53563   -63925946.29808   1134091.72570   12.67211   -26.81130   -0.10570
2464172.98899   -135564632.17488   -64770218.34106   1130736.41290   12.83963   -26.73190   -0.10709
2464173.35435   -135157086.45870   -65611969.91869   1127337.09869   13.00667   -26.65146   -0.10849
2464173.71972   -134744281.04019   -66451168.17502   1123893.91361   13.17320   -26.56997   -0.10988
2464174.08509   -134326231.77574   -67287780.34961   1120406.98994   13.33923   -26.48745   -0.11126
2464174.45045   -133902954.72443   -68121773.77873   1116876.46161   13.50474   -26.40389   -0.11264
2464174.81582   -133474466.14751   -68953115.89664   1113302.46425   13.66974   -26.31931   -0.11402
2464175.18118   -133040782.50778   -69781774.23677   1109685.13520   13.83421   -26.23369   -0.11539
2464175.54655   -132601920.46903   -70607716.43300   1106024.61343   13.99815   -26.14705   -0.11676
2464175.91191   -132157896.89543   -71430910.22086   1102321.03960   14.16155   -26.05939   -0.11812
2464176.27728   -131708728.85098   -72251323.43879   1098574.55606   14.32441   -25.97071   -0.11948
2464176.64264   -131254433.59884   -73068924.02932   1094785.30679   14.48672   -25.88101   -0.12083
2464177.00801   -130795028.60078   -73883680.04029   1090953.43743   14.64847   -25.79031   -0.12218
2464177.37337   -130330531.51650   -74695559.62612   1087079.09530   14.80965   -25.69859   -0.12353
2464177.73874   -129860960.20306   -75504531.04897   1083162.42932   14.97027   -25.60587   -0.12487
2464178.10410   -129386332.71421   -76310562.67995   1079203.59009   15.13031   -25.51215   -0.12620
2464178.46947   -128906667.29977   -77113623.00035   1075202.72982   15.28977   -25.41743   -0.12753
2464178.83483   -128421982.40496   -77913680.60285   1071160.00238   15.44864   -25.32172   -0.12886
2464179.20020   -127932296.66976   -78710704.19265   1067075.56322   15.60692   -25.22502   -0.13018
2464179.56557   -127437628.92825   -79504662.58878   1062949.56945   15.76460   -25.12733   -0.13149
2464179.93093   -126937998.20793   -80295524.72516   1058782.17978   15.92167   -25.02866   -0.13280
2464180.29630   -126433423.72906   -81083259.65191   1054573.55451   16.07813   -24.92900   -0.13411
2464180.66166   -125923924.90394   -81867836.53644   1050323.85557   16.23397   -24.82837   -0.13541
2464181.02703   -125409521.33625   -82649224.66468   1046033.24647   16.38919   -24.72677   -0.13670
2464181.39239   -124890232.82036   -83427393.44225   1041701.89230   16.54377   -24.62421   -0.13799
2464181.75776   -124366079.34060   -84202312.39561   1037329.95977   16.69772   -24.52067   -0.13927
2464182.12312   -123837081.07054   -84973951.17328   1032917.61714   16.85102   -24.41618   -0.14055
2464182.48849   -123303258.37231   -85742279.54692   1028465.03424   17.00368   -24.31073   -0.14183
2464182.85385   -122764631.79585   -86507267.41259   1023972.38248   17.15568   -24.20433   -0.14309
2464183.21922   -122221222.07815   -87268884.79184   1019439.83483   17.30702   -24.09697   -0.14436
2464183.58458   -121673050.14256   -88027101.83287   1014867.56581   17.45770   -23.98868   -0.14561
2464183.94995   -121120137.09801   -88781888.81170   1010255.75149   17.60770   -23.87944   -0.14686
