




Julian Date (days)   sc_2_X (km)   sc_2_Y (km)   sc_2_Z (km)   sc_2_V_X (km/s)   sc_2_V_Y (km/s)   sc_2_V_Z (km/s)
2464184.68068   -118225797.06272   -91817883.84787   170186.20844   18.14485   -23.59472   0.24611
2464185.04605   -117651258.90273   -92560155.68750   177944.07760   18.29200   -23.47970   0.24589
2464185.41141   -117072091.81046   -93298785.79296   185694.94565   18.43841   -23.36376   0.24566
2464185.77678   -116488318.98599   -94033745.43236   193438.50827   18.58409   -23.24692   0.24543
2464186.14214   -115899963.80607   -94765006.02308   201174.46152   18.72902   -23.12917   0.24518
2464186.50751   -115307049.82315   -95492539.13281   208902.50178   18.87321   -23.01053   0.24493
2464186.87287   -114709600.76433   -96216316.48059   216622.32583   19.01664   -22.89098   0.24466
2464187.23824   -114107640.53045   -96936309.93789   224333.63080   19.15930   -22.77055   0.24439
2464187.60360   -113501193.19504   -97652491.52966   232036.11420   19.30121   -22.64924   0.24410
2464187.96897   -112890283.00333   -98364833.43532   239729.47397   19.44234   -22.52704   0.24381
2464188.33433   -112274934.37128   -99073307.98985   247413.40845   19.58269   -22.40397   0.24350
2464188.69970   -111655171.88449   -99777887.68477   255087.61639   19.72226   -22.28003   0.24319
2464189.06507   -111031020.29726   -100478545.16918   262751.79699   19.86104   -22.15523   0.24287
2464189.43043   -110402504.53153   -101175253.25075   270405.64989   19.99903   -22.02956   0.24254
2464189.79580   -109769649.67582   -101867984.89676   278048.87518   20.13623   -21.90305   0.24219
2464190.16116   -109132480.98425   -102556713.23505   285681.17344   20.27261   -21.77568   0.24184
2464190.52653   -108491023.87546   -103241411.55507   293302.24572   20.40819   -21.64746   0.24148
2464190.89189   -107845303.93158   -103922053.30878   300911.79356   20.54296   -21.51841   0.24111
2464191.25726   -107195346.89716   -104598612.11171   308509.51900   20.67691   -21.38853   0.24073
2464191.62262   -106541178.67812   -105271061.74388   316095.12460   20.81003   -21.25781   0.24034
2464191.98799   -105882825.34069   -105939376.15076   323668.31346   20.94233   -21.12627   0.23994
2464192.35335   -105220313.11034   -106603529.44427   331228.78919   21.07379   -20.99392   0.23954
2464192.71872   -104553668.37069   -107263495.90366   338776.25598   21.20441   -20.86075   0.23912
2464193.08408   -103882917.66246   -107919249.97651   346310.41856   21.33418   -20.72677   0.23869
2464193.44945   -103208087.68233   -108570766.27965   353830.98223   21.46311   -20.59199   0.23826
2464193.81481   -102529205.28191   -109218019.60005   361337.65289   21.59119   -20.45641   0.23781
2464194.18018   -101846297.46662   -109860984.89579   368830.13702   21.71840   -20.32005   0.23736
2464194.54555   -101159391.39456   -110499637.29692   376308.14172   21.84475   -20.18289   0.23689
2464194.91091   -100468514.37546   -111133952.10643   383771.37469   21.97024   -20.04496   0.23642
2464195.27628   -99773693.86952   -111763904.80110   391219.54426   22.09485   -19.90625   0.23594
2464195.64164   -99074957.48631   -112389471.03238   398652.35941   22.21858   -19.76677   0.23545
2464196.00701   -98372332.98366   -113010626.62731   406069.52977   22.34143   -19.62653   0.23495
2464196.37237   -97665848.26653   -113627347.58939   413470.76562   22.46339   -19.48553   0.23444
2464196.73774   -96955531.38585   -114239610.09943   420855.77792   22.58446   -19.34378   0.23392
2464197.10310   -96241410.53742   -114847390.51642   428224.27830   22.70464   -19.20128   0.23339
2464197.46847   -95523514.06077   -115450665.37838   435575.97910   22.82391   -19.05804   0.23285
2464197.83383   -94801870.43799   -116049411.40322   442910.59337   22.94228   -18.91406   0.23231
2464198.19920   -94076508.29258   -116643605.48956   450227.83485   23.05974   -18.76936   0.23175
2464198.56456   -93347456.38833   -117233224.71757   457527.41803   23.17628   -18.62393   0.23119
2464198.92993   -92614743.62812   -117818246.34981   464809.05812   23.29191   -18.47778   0.23061
2464199.29530   -91878399.05280   -118398647.83201   472072.47109   23.40661   -18.33092   0.23003
2464199.66066   -91138451.83996   -118974406.79391   479317.37367   23.52038   -18.18336   0.22944
2464200.02603   -90394931.30284   -119545501.05005   486543.48335   23.63323   -18.03509   0.22884
2464200.39139   -89647866.88907   -120111908.60057   493750.51840   23.74513   -17.88613   0.22823
2464200.75676   -88897288.17955   -120673607.63199   500938.19789   23.85610   -17.73648   0.22761
2464201.12212   -88143224.88723   -121230576.51798   508106.24168   23.96612   -17.58614   0.22698
2464201.48749   -87385706.85595   -121782793.82016   515254.37045   24.07520   -17.43513   0.22635
2464201.85285   -86624764.05921   -122330238.28884   522382.30571   24.18332   -17.28345   0.22570
2464202.21822   -85860426.59901   -122872888.86377   529489.76979   24.29048   -17.13111   0.22505
2464202.58358   -85092724.70463   -123410724.67491   536576.48585   24.39669   -16.97811   0.22439
2464202.94895   -84321688.73140   -123943725.04316   543642.17793   24.50193   -16.82445   0.22372
2464203.31431   -83547349.15955   -124471869.48109   550686.57093   24.60620   -16.67014   0.22304
2464203.67968   -82769736.59294   -124995137.69367   557709.39060   24.70950   -16.51520   0.22235
2464204.04505   -81988881.75788   -125513509.57900   564710.36361   24.81182   -16.35962   0.22165
2464204.41041   -81204815.50188   -126026965.22899   571689.21749   24.91317   -16.20342   0.22094
2464204.77578   -80417568.79246   -126535484.93007   578645.68071   25.01353   -16.04659   0.22023
2464205.14114   -79627172.71587   -127039049.16392   585579.48261   25.11290   -15.88914   0.21951
2464205.50651   -78833658.47593   -127537638.60811   592490.35350   25.21128   -15.73109   0.21878
2464205.87187   -78037057.39271   -128031234.13681   599378.02460   25.30866   -15.57243   0.21804
2464206.23724   -77237400.90136   -128519816.82143   606242.22808   25.40505   -15.41318   0.21729
2464206.60260   -76434720.55085   -129003367.93134   613082.69707   25.50044   -15.25333   0.21653
2464206.96797   -75629048.00268   -129481868.93444   619899.16565   25.59481   -15.09290   0.21577
2464207.33333   -74820415.02971   -129955301.49789   626691.36890   25.68818   -14.93190   0.21499
2464207.69870   -74008853.51482   -130423647.48871   633459.04285   25.78054   -14.77032   0.21421
2464208.06406   -73194395.44972   -130886888.97441   640201.92457   25.87188   -14.60817   0.21342
2464208.42943   -72377072.93366   -131345008.22362   646919.75210   25.96220   -14.44547   0.21262
2464208.79479   -71556918.17219   -131797987.70672   653612.26449   26.05150   -14.28221   0.21181
2464209.16016   -70733963.47585   -132245810.09642   660279.20184   26.13977   -14.11841   0.21100
2464209.52553   -69908241.25894   -132688458.26838   666920.30527   26.22702   -13.95407   0.21018
2464209.89089   -69079784.03826   -133125915.30181   673535.31694   26.31322   -13.78919   0.20934
2464210.25626   -68248624.43177   -133558164.48002   680123.98007   26.39840   -13.62379   0.20850
2464210.62162   -67414795.15739   -133985189.29104   686686.03892   26.48253   -13.45786   0.20766
2464210.98699   -66578329.03166   -134406973.42816   693221.23886   26.56563   -13.29143   0.20680
2464211.35235   -65739258.96849   -134823500.79050   699729.32631   26.64767   -13.12448   0.20594
2464211.71772   -64897617.97786   -135234755.48355   706210.04879   26.72867   -12.95704   0.20507
2464212.08308   -64053439.16454   -135640721.81975   712663.15492   26.80862   -12.78910   0.20419
2464212.44845   -63206755.72678   -136041384.31896   719088.39442   26.88751   -12.62067   0.20330
2464212.81381   -62357600.95502   -136436727.70908   725485.51815   26.96535   -12.45176   0.20240
2464213.17918   -61506008.23063   -136826736.92649   731854.27807   27.04213   -12.28238   0.20150
2464213.54454   -60652011.02454   -137211397.11660   738194.42729   27.11784   -12.11253   0.20059
2464213.90991   -59795642.89599   -137590693.63434   744505.72008   27.19249   -11.94222   0.19967
2464214.27528   -58936937.49124   -137964612.04470   750787.91183   27.26607   -11.77145   0.19874
2464214.64064   -58075928.54218   -138333138.12313   757040.75911   27.33858   -11.60024   0.19781
2464215.00601   -57212649.86512   -138696257.85613   763264.01968   27.41002   -11.42859   0.19687
2464215.37137   -56347135.35941   -139053957.44161   769457.45246   27.48037   -11.25650   0.19592
2464215.73674   -55479419.00615   -139406223.28947   775620.81755   27.54966   -11.08398   0.19496
2464216.10210   -54609534.86687   -139753042.02194   781753.87629   27.61785   -10.91105   0.19399
2464216.46747   -53737517.08223   -140094400.47413   787856.39118   27.68497   -10.73770   0.19302
2464216.83283   -52863399.87064   -140430285.69440   793928.12596   27.75100   -10.56394   0.19204
2464217.19820   -51987217.52703   -140760684.94482   799968.84560   27.81594   -10.38978   0.19106
2464217.56356   -51109004.42142   -141085585.70161   805978.31629   27.87979   -10.21523   0.19006
2464217.92893   -50228794.99769   -141404975.65552   811956.30547   27.94254   -10.04029   0.18906
2464218.29429   -49346623.77218   -141718842.71226   817902.58183   28.00420   -9.86497   0.18805
2464218.65966   -48462525.33240   -142027174.99290   823816.91531   28.06477   -9.68928   0.18703
2464219.02503   -47576534.33567   -142329960.83424   829699.07713   28.12423   -9.51322   0.18601
2464219.39039   -46688685.50780   -142627188.78923   835548.83978   28.18259   -9.33680   0.18498
2464219.75576   -45799013.64176   -142918847.62731   841365.97703   28.23985   -9.16003   0.18394
2464220.12112   -44907553.59633   -143204926.33482   847150.26395   28.29600   -8.98291   0.18290
2464220.48649   -44014340.29476   -143485414.11530   852901.47689   28.35104   -8.80545   0.18184
2464220.85185   -43119408.72345   -143760300.38988   858619.39355   28.40497   -8.62767   0.18078
2464221.21722   -42222793.93055   -144029574.79764   864303.79290   28.45778   -8.44955   0.17972
2464221.58258   -41324531.02469   -144293227.19589   869954.45527   28.50949   -8.27112   0.17864
2464221.94795   -40424655.17360   -144551247.66054   875571.16230   28.56008   -8.09238   0.17756
2464222.31331   -39523201.60273   -144803626.48642   881153.69698   28.60955   -7.91333   0.17648
2464222.67868   -38620205.59397   -145050354.18756   886701.84364   28.65790   -7.73399   0.17538
2464223.04404   -37715702.48424   -145291421.49751   892215.38798   28.70513   -7.55435   0.17428
2464223.40941   -36809727.66416   -145526819.36963   897694.11705   28.75123   -7.37444   0.17318
2464223.77477   -35902316.57671   -145756538.97740   903137.81929   28.79621   -7.19424   0.17206
2464224.14014   -34993504.71586   -145980571.71466   908546.28449   28.84007   -7.01378   0.17094
2464224.50551   -34083327.62522   -146198909.19589   913919.30386   28.88280   -6.83305   0.16981
2464224.87087   -33171820.89668   -146411543.25650   919256.66999   28.92439   -6.65207   0.16868
2464225.23624   -32259020.16906   -146618465.95304   924558.17685   28.96486   -6.47084   0.16754
2464225.60160   -31344961.12676   -146819669.56348   929823.61986   29.00420   -6.28937   0.16639
2464225.96697   -30429679.49836   -147015146.58744   935052.79582   29.04240   -6.10766   0.16524
2464226.33233   -29513211.05532   -147204889.74639   940245.50298   29.07946   -5.92573   0.16408
2464226.69770   -28595591.61056   -147388891.98393   945401.54101   29.11539   -5.74358   0.16291
2464227.06306   -27676857.01716   -147567146.46594   950520.71102   29.15018   -5.56121   0.16174
2464227.42843   -26757043.16692   -147739646.58081   955602.81557   29.18384   -5.37864   0.16056
2464227.79379   -25836185.98909   -147906385.93967   960647.65866   29.21635   -5.19587   0.15938
2464228.15916   -24914321.44893   -148067358.37651   965655.04576   29.24772   -5.01291   0.15819
2464228.52452   -23991485.54636   -148222557.94843   970624.78380   29.27795   -4.82976   0.15699
2464228.88989   -23067714.31462   -148371978.93574   975556.68120   29.30704   -4.64643   0.15579
2464229.25526   -22143043.81891   -148515615.84221   980450.54785   29.33499   -4.46293   0.15458
2464229.62062   -21217510.15497   -148653463.39516   985306.19512   29.36178   -4.27927   0.15336
2464229.98599   -20291149.44778   -148785516.54561   990123.43587   29.38744   -4.09546   0.15214
2464230.35135   -19363997.85014   -148911770.46846   994902.08450   29.41194   -3.91149   0.15092
2464230.71672   -18436091.54132   -149032220.56259   999641.95686   29.43530   -3.72738   0.14968
2464231.08208   -17507466.72571   -149146862.45101   1004342.87036   29.45751   -3.54314   0.14845
2464231.44745   -16578159.63144   -149255691.98093   1009004.64391   29.47857   -3.35877   0.14720
2464231.81281   -15648206.50900   -149358705.22391   1013627.09796   29.49848   -3.17427   0.14595
2464232.17818   -14717643.62987   -149455898.47595   1018210.05447   29.51724   -2.98967   0.14470
2464232.54354   -13786507.28518   -149547268.25757   1022753.33697   29.53485   -2.80495   0.14344
2464232.90891   -12854833.78433   -149632811.31390   1027256.77050   29.55131   -2.62014   0.14217
2464233.27427   -11922659.45357   -149712524.61475   1031720.18170   29.56661   -2.43523   0.14090
2464233.63964   -10990020.63473   -149786405.35468   1036143.39873   29.58076   -2.25024   0.13962
2464234.00501   -10056953.68377   -149854450.95308   1040526.25132   29.59376   -2.06517   0.13834
2464234.37037   -9123494.96943   -149916659.05418   1044868.57079   29.60561   -1.88003   0.13705
2464234.73574   -8189680.87187   -149973027.52711   1049170.19002   29.61630   -1.69483   0.13576
2464235.10110   -7255547.78132   -150023554.46596   1053430.94349   29.62584   -1.50956   0.13446
2464235.46647   -6321132.09668   -150068238.18976   1057650.66724   29.63422   -1.32425   0.13315
2464235.83183   -5386470.22416   -150107077.24255   1061829.19892   29.64145   -1.13890   0.13185
2464236.19720   -4451598.57591   -150140070.39334   1065966.37780   29.64753   -0.95351   0.13053
2464236.56256   -3516553.56867   -150167216.63616   1070062.04473   29.65245   -0.76809   0.12921
2464236.92793   -2581371.62240   -150188515.19000   1074116.04218   29.65621   -0.58265   0.12789
2464237.29329   -1646089.15888   -150203965.49885   1078128.21424   29.65882   -0.39720   0.12656
2464237.65866   -710742.60038   -150213567.23167   1082098.40662   29.66028   -0.21174   0.12523
2464238.02402   224631.63171   -150217320.28230   1086026.46665   29.66058   -0.02628   0.12389
2464238.38939   1159997.11826   -150215224.76953   1089912.24331   29.65972   0.15917   0.12255
2464238.75475   2095317.44376   -150207281.03694   1093755.58722   29.65771   0.34461   0.12120
2464239.12012   3030556.19768   -150193489.65293   1097556.35062   29.65455   0.53003   0.11984
2464239.48549   3965676.97582   -150173851.41062   1101314.38743   29.65023   0.71542   0.11849
2464239.85085   4900643.38172   -150148367.32780   1105029.55321   29.64476   0.90077   0.11713
2464240.21622   5835419.02794   -150117038.64683   1108701.70518   29.63813   1.08608   0.11576
2464240.58158   6769967.53752   -150079866.83457   1112330.70222   29.63035   1.27134   0.11439
2464240.94695   7704252.54525   -150036853.58228   1115916.40489   29.62142   1.45654   0.11301
2464241.31231   8638237.69910   -149988000.80554   1119458.67543   29.61134   1.64167   0.11163
2464241.67768   9571886.66152   -149933310.64411   1122957.37775   29.60010   1.82674   0.11025
2464242.04304   10505163.11085   -149872785.46182   1126412.37744   29.58771   2.01173   0.10886
2464242.40841   11438030.74262   -149806427.84648   1129823.54178   29.57417   2.19663   0.10747
2464242.77377   12370453.27098   -149734240.60969   1133190.73977   29.55948   2.38144   0.10607
2464243.13914   13302394.42997   -149656226.78673   1136513.84208   29.54365   2.56615   0.10467
2464243.50450   14233817.97493   -149572389.63644   1139792.72108   29.52666   2.75075   0.10327
2464243.86987   15164687.68384   -149482732.64101   1143027.25088   29.50852   2.93524   0.10186
2464244.23524   16094967.35865   -149387259.50584   1146217.30728   29.48924   3.11961   0.10045
2464244.60060   17024620.82666   -149285974.15937   1149362.76779   29.46881   3.30385   0.09903
2464244.96597   17953611.94185   -149178880.75291   1152463.51165   29.44723   3.48795   0.09761
2464245.33133   18881904.58622   -149065983.66043   1155519.41984   29.42451   3.67191   0.09619
2464245.69670   19809462.67116   -148947287.47837   1158530.37504   29.40065   3.85572   0.09476
2464246.06206   20736250.13878   -148822797.02545   1161496.26170   29.37564   4.03938   0.09333
2464246.42743   21662230.96322   -148692517.34245   1164416.96597   29.34949   4.22287   0.09190
2464246.79279   22587369.15207   -148556453.69200   1167292.37576   29.32220   4.40620   0.09046
2464247.15816   23511628.74762   -148414611.55832   1170122.38073   29.29377   4.58934   0.08902
2464247.52352   24434973.82827   -148266996.64704   1172906.87228   29.26420   4.77230   0.08757
2464247.88889   25357368.50982   -148113614.88492   1175645.74357   29.23350   4.95507   0.08612
2464248.25425   26278776.94682   -147954472.41959   1178338.88952   29.20165   5.13764   0.08467
2464248.61962   27199163.33390   -147789575.61933   1180986.20680   29.16868   5.32001   0.08322
2464248.98498   28118491.90712   -147618931.07280   1183587.59385   29.13457   5.50216   0.08176
2464249.35035   29036726.94526   -147442545.58873   1186142.95088   29.09933   5.68410   0.08030
2464249.71572   29953832.77119   -147260426.19566   1188652.17987   29.06295   5.86580   0.07883
2464250.08108   30869773.75317   -147072580.14168   1191115.18458   29.02545   6.04728   0.07737
2464250.44645   31784514.30616   -146879014.89408   1193531.87053   28.98682   6.22851   0.07590
2464250.81181   32698018.89320   -146679738.13911   1195902.14505   28.94707   6.40950   0.07442
2464251.17718   33610252.02665   -146474757.78160   1198225.91724   28.90619   6.59023   0.07295
2464251.54254   34521178.26957   -146264081.94469   1200503.09797   28.86419   6.77070   0.07147
2464251.90791   35430762.23700   -146047718.96950   1202733.59994   28.82106   6.95090   0.06999
2464252.27327   36338968.59732   -145825677.41476   1204917.33762   28.77682   7.13083   0.06850
2464252.63864   37245762.07347   -145597966.05652   1207054.22727   28.73146   7.31048   0.06702
2464253.00400   38151107.44438   -145364593.88777   1209144.18698   28.68498   7.48984   0.06553
2464253.36937   39054969.54616   -145125570.11806   1211187.13661   28.63739   7.66890   0.06404
2464253.73473   39957313.27350   -144880904.17320   1213182.99785   28.58869   7.84766   0.06254
2464254.10010   40858103.58090   -144630605.69485   1215131.69419   28.53887   8.02611   0.06104
2464254.46547   41757305.48401   -144374684.54010   1217033.15092   28.48795   8.20425   0.05955
2464254.83083   42654884.06093   -144113150.78119   1218887.29517   28.43592   8.38206   0.05804
2464255.19620   43550804.45348   -143846014.70500   1220694.05586   28.38279   8.55954   0.05654
2464255.56156   44445031.86850   -143573286.81274   1222453.36375   28.32856   8.73669   0.05503
2464255.92693   45337531.57916   -143294977.81946   1224165.15141   28.27322   8.91349   0.05353
2464256.29229   46228268.92622   -143011098.65372   1225829.35324   28.21679   9.08995   0.05202
2464256.65766   47117209.31935   -142721660.45710   1227445.90546   28.15926   9.26604   0.05050
2464257.02302   48004318.23835   -142426674.58378   1229014.74612   28.10064   9.44178   0.04899
2464257.38839   48889561.23451   -142126152.60013   1230535.81510   28.04092   9.61714   0.04747
2464257.75375   49772903.93182   -141820106.28425   1232009.05411   27.98012   9.79213   0.04596
2464258.11912   50654312.02829   -141508547.62549   1233434.40672   27.91823   9.96673   0.04444
2464258.48448   51533751.29719   -141191488.82403   1234811.81829   27.85526   10.14094   0.04292
2464258.84985   52411187.58834   -140868942.29039   1236141.23607   27.79120   10.31476   0.04139
2464259.21522   53286586.82936   -140540920.64496   1237422.60910   27.72607   10.48817   0.03987
2464259.58058   54159915.02693   -140207436.71751   1238655.88831   27.65986   10.66117   0.03834
2464259.94595   55031138.26809   -139868503.54672   1239841.02643   27.59258   10.83376   0.03682
2464260.31131   55900222.72144   -139524134.37965   1240977.97808   27.52422   11.00592   0.03529
2464260.67668   56767134.63843   -139174342.67128   1242066.69968   27.45480   11.17765   0.03376
2464261.04204   57631840.35460   -138819142.08396   1243107.14954   27.38430   11.34895   0.03223
2464261.40741   58494306.29083   -138458546.48689   1244099.28780   27.31275   11.51980   0.03069
2464261.77277   59354498.95459   -138092569.95564   1245043.07645   27.24013   11.69020   0.02916
2464262.13814   60212384.94117   -137721226.77157   1245938.47934   27.16646   11.86015   0.02763
2464262.50350   61067930.93493   -137344531.42130   1246785.46218   27.09173   12.02963   0.02609
2464262.86887   61921103.71053   -136962498.59619   1247583.99251   27.01595   12.19865   0.02455
2464263.23423   62771870.13415   -136575143.19174   1248334.03976   26.93912   12.36719   0.02301
2464263.59960   63620197.16475   -136182480.30708   1249035.57519   26.86125   12.53525   0.02148
2464263.96496   64466051.85526   -135784525.24434   1249688.57193   26.78233   12.70282   0.01994
2464264.33033   65309401.35383   -135381293.50814   1250293.00498   26.70237   12.86989   0.01840
2464264.69570   66150212.90504   -134972800.80497   1250848.85118   26.62138   13.03646   0.01686
2464265.06106   66988453.85108   -134559063.04259   1251356.08924   26.53934   13.20253   0.01531
2464265.42643   67824091.63304   -134140096.32947   1251814.69975   26.45628   13.36808   0.01377
2464265.79179   68657093.79205   -133715916.97415   1252224.66512   26.37220   13.53311   0.01223
2464266.15716   69487427.97049   -133286541.48467   1252585.96967   26.28708   13.69762   0.01069
2464266.52252   70315061.91324   -132851986.56789   1252898.59954   26.20095   13.86159   0.00914
2464266.88789   71139963.46882   -132412269.12894   1253162.54278   26.11380   14.02502   0.00760
2464267.25325   71962100.59062   -131967406.27054   1253377.78927   26.02563   14.18791   0.00605
2464267.61862   72781441.33809   -131517415.29237   1253544.33077   25.93645   14.35024   0.00451
2464267.98398   73597953.87788   -131062313.69043   1253662.16090   25.84627   14.51202   0.00296
2464268.34935   74411606.48509   -130602119.15639   1253731.27515   25.75508   14.67323   0.00142
2464268.71471   75222367.54442   -130136849.57694   1253751.67087   25.66289   14.83388   -0.00013
2464269.08008   76030205.55131   -129666523.03308   1253723.34728   25.56970   14.99394   -0.00167
2464269.44545   76835089.11317   -129191157.79952   1253646.30546   25.47552   15.15343   -0.00322
2464269.81081   77636986.95051   -128710772.34393   1253520.54836   25.38035   15.31232   -0.00476
2464270.17618   78435867.89812   -128225385.32631   1253346.08081   25.28419   15.47062   -0.00630
2464270.54154   79231700.90620   -127735015.59825   1253122.90948   25.18705   15.62832   -0.00785
2464270.90691   80024455.04157   -127239682.20228   1252851.04292   25.08893   15.78541   -0.00939
2464271.27227   80814099.48877   -126739404.37112   1252530.49155   24.98983   15.94189   -0.01094
2464271.63764   81600603.55122   -126234201.52698   1252161.26763   24.88977   16.09776   -0.01248
2464272.00300   82383936.65238   -125724093.28086   1251743.38531   24.78873   16.25299   -0.01402
2464272.36837   83164068.33688   -125209099.43181   1251276.86059   24.68673   16.40760   -0.01556
2464272.73373   83940968.27164   -124689239.96619   1250761.71134   24.58378   16.56157   -0.01711
2464273.09910   84714606.24703   -124164535.05694   1250197.95730   24.47986   16.71489   -0.01865
2464273.46446   85484952.17796   -123635005.06284   1249585.62005   24.37500   16.86757   -0.02019
2464273.82983   86251976.10503   -123100670.52774   1248924.72305   24.26918   17.01959   -0.02173
2464274.19520   87015648.19563   -122561552.17983   1248215.29160   24.16243   17.17096   -0.02327
2464274.56056   87775938.74508   -122017670.93083   1247457.35289   24.05473   17.32165   -0.02480
2464274.92593   88532818.17771   -121469047.87527   1246650.93594   23.94609   17.47168   -0.02634
2464275.29129   89286257.04796   -120915704.28968   1245796.07165   23.83653   17.62103   -0.02788
2464275.65666   90036226.04152   -120357661.63182   1244892.79275   23.72604   17.76969   -0.02941
2464276.02202   90782695.97637   -119794941.53986   1243941.13385   23.61462   17.91767   -0.03094
2464276.38739   91525637.80394   -119227565.83163   1242941.13140   23.50229   18.06495   -0.03248
2464276.75275   92265022.61012   -118655556.50378   1241892.82370   23.38904   18.21153   -0.03401
2464277.11812   93000821.61639   -118078935.73099   1240796.25093   23.27488   18.35740   -0.03554
2464277.48348   93733006.18090   -117497725.86514   1239651.45507   23.15981   18.50257   -0.03707
2464277.84885   94461547.79951   -116911949.43449   1238458.48000   23.04384   18.64701   -0.03859
2464278.21421   95186418.10688   -116321629.14287   1237217.37141   22.92698   18.79073   -0.04012
2464278.57958   95907588.87754   -115726787.86880   1235928.17685   22.80922   18.93373   -0.04164
2464278.94494   96625032.02691   -115127448.66471   1234590.94572   22.69058   19.07599   -0.04316
2464279.31031   97338719.61242   -114523634.75606   1233205.72925   22.57105   19.21751   -0.04469
2464279.67568   98048623.83448   -113915369.54045   1231772.58051   22.45064   19.35829   -0.04620
2464280.04104   98754717.03758   -113302676.58685   1230291.55442   22.32935   19.49832   -0.04772
2464280.40641   99456971.71132   -112685579.63465   1228762.70773   22.20720   19.63759   -0.04924
2464280.77177   100155360.49141   -112064102.59283   1227186.09902   22.08418   19.77610   -0.05075
2464281.13714   100849856.16076   -111438269.53907   1225561.78870   21.96030   19.91384   -0.05226
2464281.50250   101540431.65042   -110808104.71887   1223889.83903   21.83557   20.05082   -0.05377
2464281.86787   102227060.04070   -110173632.54467   1222170.31407   21.70998   20.18701   -0.05528
2464282.23323   102909714.56208   -109534877.59493   1220403.27973   21.58355   20.32243   -0.05678
2464282.59860   103588368.59631   -108891864.61323   1218588.80374   21.45627   20.45706   -0.05829
2464282.96396   104262995.67735   -108244618.50741   1216726.95563   21.32816   20.59089   -0.05979
2464283.32933   104933569.49239   -107593164.34860   1214817.80677   21.19922   20.72393   -0.06129
2464283.69469   105600063.88286   -106937527.37030   1212861.43034   21.06944   20.85616   -0.06278
2464284.06006   106262452.84538   -106277732.96751   1210857.90133   20.93885   20.98759   -0.06428
2464284.42543   106920710.53279   -105613806.69574   1208807.29656   20.80744   21.11820   -0.06577
2464284.79079   107574811.25508   -104945774.27011   1206709.69462   20.67522   21.24800   -0.06726
2464285.15616   108224729.48040   -104273661.56438   1204565.17595   20.54219   21.37697   -0.06875
2464285.52152   108870439.83600   -103597494.61004   1202373.82275   20.40836   21.50512   -0.07023
2464285.88689   109511917.10921   -102917299.59530   1200135.71906   20.27373   21.63243   -0.07171
2464286.25225   110149136.24839   -102233102.86419   1197850.95069   20.13831   21.75890   -0.07319
2464286.61762   110782072.36387   -101544930.91553   1195519.60525   20.00210   21.88453   -0.07466
2464286.98298   111410700.72890   -100852810.40203   1193141.77214   19.86512   22.00932   -0.07614
2464287.34835   112034996.78061   -100156768.12925   1190717.54256   19.72735   22.13325   -0.07761
2464287.71371   112654936.12092   -99456831.05467   1188247.00948   19.58882   22.25632   -0.07907
2464288.07908   113270494.51746   -98753026.28664   1185730.26765   19.44951   22.37854   -0.08054
2464288.44444   113881647.90454   -98045381.08346   1183167.41361   19.30945   22.49988   -0.08200
2464288.80981   114488372.38400   -97333922.85232   1180558.54567   19.16864   22.62036   -0.08346
2464289.17518   115090644.22619   -96618679.14833   1177903.76391   19.02707   22.73995   -0.08491
2464289.54054   115688439.87081   -95899677.67348   1175203.17018   18.88476   22.85867   -0.08636
2464289.90591   116281735.92787   -95176946.27567   1172456.86808   18.74171   22.97650   -0.08781
2464290.27127   116870509.17853   -94450512.94765   1169664.96298   18.59792   23.09345   -0.08925
2464290.63664   117454736.57605   -93720405.82599   1166827.56202   18.45341   23.20949   -0.09069
2464291.00200   118034395.24659   -92986653.19009   1163944.77408   18.30818   23.32464   -0.09213
2464291.36737   118609462.49019   -92249283.46109   1161016.70978   18.16223   23.43889   -0.09356
2464291.73273   119179915.78153   -91508325.20089   1158043.48150   18.01556   23.55223   -0.09500
2464292.09810   119745732.77090   -90763807.11104   1155025.20336   17.86820   23.66465   -0.09642
2464292.46346   120306891.28497   -90015758.03172   1151961.99120   17.72013   23.77616   -0.09785
2464292.82883   120863369.32769   -89264206.94068   1148853.96262   17.57136   23.88675   -0.09926
2464293.19419   121415145.08115   -88509182.95217   1145701.23693   17.42191   23.99641   -0.10068
2464293.55956   121962196.90639   -87750715.31589   1142503.93517   17.27177   24.10514   -0.10209
2464293.92492   122504503.34422   -86988833.41588   1139262.18009   17.12096   24.21294   -0.10350
2464294.29029   123042043.11610   -86223566.76947   1135976.09618   16.96948   24.31980   -0.10490
2464294.65566   123574795.12494   -85454945.02621   1132645.80962   16.81732   24.42572   -0.10630
2464295.02102   124102738.45590   -84682997.96674   1129271.44831   16.66451   24.53069   -0.10770
2464295.38639   124625852.37720   -83907755.50174   1125853.14184   16.51105   24.63471   -0.10909
2464295.75175   125144116.34096   -83129247.67077   1122391.02151   16.35693   24.73777   -0.11048
2464296.11712   125657509.98398   -82347504.64126   1118885.22032   16.20217   24.83988   -0.11186
2464296.48248   126166013.12849   -81562556.70732   1115335.87292   16.04678   24.94103   -0.11324
2464296.84785   126669605.78300   -80774434.28865   1111743.11570   15.89075   25.04121   -0.11461
2464297.21321   127168268.14306   -79983167.92945   1108107.08669   15.73410   25.14041   -0.11598
2464297.57858   127661980.59198   -79188788.29726   1104427.92560   15.57683   25.23865   -0.11735
